stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
"de:08125:620:90:8","Neckarsulm","49.18898944","9.21970620","","","","Pde:08125:620"
"de:08125:620:91:2","Neckarsulm","49.18899531","9.21992180","","","","Pde:08125:620"
"de:08125:623:0:ohne","Neckarsulm AUDI Forum","49.19281137","9.22131419","","","","Pde:08125:623"
"de:08125:6232:1","Babstadt","49.24039340","9.06037202","","","","Pde:08125:6232"
"de:08125:6232:2:1","Babstadt","49.24015294","9.06032711","","","","Pde:08125:6232"
"de:08125:630:0:1","Heilbronn Kaufland","49.17131432","9.22131419","","","","Pde:08121:31501"
"de:08125:665:1:1","Elsenz Rathaus","49.17530792","8.83549676","0278","","","Pde:08125:665"
"de:08125:665:1:2","Elsenz Rathaus","49.17521396","8.83538896","0278","","","Pde:08125:665"
"de:08125:666:1:1","Elsenz Siedlung","49.18230182","8.83500268","0278","","","Pde:08125:666"
"de:08125:666:1:2","Elsenz Siedlung","49.18291249","8.83451759","0278","","","Pde:08125:666"
"de:08125:693:1:Mast1","Schwaigern Bahnhof","49.13868392","9.05755131","","","","Pde:08125:693"
"de:08125:693:1:Mast2","Schwaigern Bahnhof","49.13875445","9.05740758","","","","Pde:08125:693"
"de:08125:693:90:1","Schwaigern (Württ.)","49.13836069","9.05597926","","","","Pde:08125:693"
"de:08125:693:90:2","Schwaigern (Württ.)","49.13836656","9.05698537","","","","Pde:08125:693"
"de:08125:700:0:1","Stetten Kirche","49.12997925","9.00901534","","","","Pde:08125:700"
"de:08125:700:0:2","Stetten Kirche","49.12998513","9.00844940","","","","Pde:08125:700"
"de:08125:7401:1:1","Leingarten","49.14501898","9.12240968","","","","Pde:08125:7401"
"de:08125:7401:1:2","Leingarten","49.14511888","9.12114305","","","","Pde:08125:7401"
"de:08125:7401:2:21","Leingarten Bahnhof","49.14492496","9.12078373","","","","Pde:08125:7401"
"de:08125:7403:1:2","Leingarten Mitte","49.14588279","9.11144125","","","","Pde:08125:7403"
"de:08125:7403:2:1","Leingarten Mitte","49.14540682","9.11415416","","","","Pde:08125:7403"
